"row ID","REVENUE_VOICE_oct","REVENUE_GPRS_oct","REVENUE_SMS_oct","REVENUE_VAS_oct","VOLUME_MIN_oct","VOLUME_NO_oct","VOLUME_MIN_country_X_oct","VOLUME_NO_country_X_oct","VOLUME_MIN_country_Y_oct","VOLUME_NO_country_Y_oct","VOLUME_MIN_Neighbou_octr","VOLUME_NO_Neighbour_oct","VOLUME_MIN_West_Europe_oct","VOLUME_NO_West_Europe_oct","VOLUME_MIN_East_Europe_oct","VOLUME_NO_East_Europe_oct","VOLUME_MIN_OTHERDEST_oct","VOLUME_NO_OTHERDEST_oct","NO_SMS_OTHERDEST_oct","NO_GPRS_OTHERDEST_oct","VOLUME_MIN_COMPETITION_oct","VOLUME_NO_COMPETITION_oct","NO_SMS_COMPETITION_oct","NO_GPRS_COMPETITION_oct","NO_ROAMING_oct","SCORE_ID","AGE","GENDER","REVENUE_AMOUNT_oct","NUM_OF_RECHARGE_oct","CHURN","Prediction (DecTree)"
"29941",1055,0,17,0,33.9,34,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,9.71,19,0,0,0,80,49,"M",587.1942,1,"0","0"
"29943",305,0,0,0,5.26,4,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,44,"M",305.4266,1,"0","0"
"29945",1620,0,170,0,109.93,59,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,10,0,6.21,9,0,0,0,,39,"M",568.55,,"0","0"
"29946",165,0,204,0,4.76,21,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,12,0,0.05,2,0,0,0,80,21,"M",172.675,,"0","0"
"29953",57,0,204,0,1.92,14,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,12,0,0.6,1,0,0,0,80,31,"M",153.0,,"0","0"
"29959",641,0,0,0,11.06,26,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,8.7,21,0,0,0,80,25,"M",312.0881,,"0","0"
"29960",283,6,23,0,4.35,16,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,8,0,0.0,0,0,0,0,,40,"F",96.3,,"0","0"
"29964",0,0,10,0,0.02,1,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,80,52,"M",10.0,1,"0","0"
"29965",552,0,0,0,12.15,22,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,8.75,12,0,0,0,80,55,"M",86.1516,,"0","0"
"29966",692,0,0,0,31.03,14,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,2.75,3,0,0,0,80,30,"M",692.4927,1,"0","0"
"29968",459,0,0,0,13.04,18,1,2,0.0,0,1.1,2,0,0,0,0,0.0,0,0,0,0.67,2,0,0,0,70,30,"M",365.6333,1,"0","0"
"29969",1903,0,51,0,31.21,21,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,0.43,1,0,0,0,80,53,"M",1382.8099,,"0","0"
"29970",120,0,0,0,6.44,3,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.07,2,0,0,0,,69,"M",120.4084,,"0","0"
"29973",278,0,204,0,8.0,24,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,12,0,0.45,1,0,0,0,80,27,"F",245.3,,"0","0"
"29975",99,0,0,0,2.92,4,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,48,"M",58.3,,"0","0"
"29977",437,0,0,0,5.34,14,0,0,0.0,0,0.0,0,0,2,0,0,0.0,0,0,0,2.97,5,0,0,0,80,41,"M",269.28,,"0","0"
"29981",242,0,0,0,6.17,14,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.87,2,0,0,0,80,82,"F",37.73,,"0","0"
"29983",6715,0,0,0,114.48,79,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,29.62,26,0,0,0,70,80,"F",6529.5706,7,"0","0"
"29984",496,0,34,17,15.36,29,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,5.17,13,0,0,0,70,60,"F",344.6325,2,"0","0"
"29987",182,0,0,0,5.17,9,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.04,4,0,0,0,80,41,"M",130.6183,,"0","0"
"29988",1099,0,0,0,24.71,39,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,3.6,5,0,0,0,70,48,"M",532.4,1,"0","0"
"29992",756,0,0,0,20.7,30,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,70,"M",181.96,,"0","0"
"29997",166,0,27,0,2.55,10,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,1.05,4,0,0,0,80,72,"F",193.0,1,"0","0"
"30000",29,0,272,0,1.15,17,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,16,0,0.88,1,0,0,0,80,34,"M",29.15,,"0","0"
"30001",78,0,0,0,2.63,3,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.78,1,0,0,0,80,22,"M",71.1866,1,"0","0"
"30003",269,0,0,0,4.05,9,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.63,4,0,0,0,80,59,"M",70.85,,"0","0"
"30005",153,0,0,0,4.83,9,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.73,4,0,0,0,80,68,"M",53.63,,"0","0"
"30006",17,0,51,0,0.84,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,0.0,0,0,0,0,80,20,"F",68.325,1,"0","0"
"30009",486,0,0,0,15.05,23,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,3.75,9,0,0,0,80,59,"M",239.4886,,"0","0"
"30011",368,0,0,0,4.69,7,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.98,4,0,0,0,80,79,"M",306.7699,1,"0","0"
"30012",99,0,0,0,1.32,2,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,52,"M",99.0,,"1","0"
"30014",288,0,17,0,8.3,18,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,3.08,3,0,0,0,80,32,"M",257.3749,,"0","0"
"30015",1459,0,102,0,38.93,50,0,0,0.1,1,0.1,1,0,0,0,0,0.0,0,6,0,23.21,16,0,0,0,70,24,"M",1150.125,,"0","0"
"30017",145,0,0,0,2.98,13,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,39,"F",49.5,,"0","0"
"30019",511,0,0,0,15.29,15,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,14.62,13,0,0,0,80,43,"F",236.1098,,"0","0"
"30022",583,0,0,0,16.24,25,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,6.3,11,0,0,0,80,38,"M",182.8982,,"0","0"
"30024",204,0,34,0,3.21,9,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,0.0,0,0,0,0,,44,"M",17.0,,"0","0"
"30027",1726,0,17,0,27.5,52,0,0,0.0,0,0.0,0,0,1,0,0,0.0,0,1,0,8.42,14,0,0,0,70,49,"M",923.45,2,"0","0"
"30030",192,44,0,0,2.89,27,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,23,1.52,1,0,0,0,80,47,"M",206.6492,1,"1","0"
"30033",1305,0,0,0,42.34,45,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,11.81,12,0,0,0,80,37,"M",1052.3456,,"0","0"
"30034",421,0,34,0,13.43,27,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,1.85,3,0,0,0,80,59,"F",235.1833,,"0","0"
"30035",1022,0,10,0,19.63,27,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,9.2,13,0,0,0,,49,"M",801.1,,"0","0"
"30037",193,0,119,0,5.62,18,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,7,0,0.0,0,0,0,0,80,34,"F",156.88,,"0","0"
"30038",249,0,0,0,5.43,7,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,27,"M",249.4,,"0","0"
"30039",109,0,34,43,2.84,24,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,0.0,0,0,0,0,,20,"M",78.525,,"0","0"
"30042",47,0,34,0,0.31,4,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,0.0,0,0,0,0,80,24,"M",34.0,1,"0","0"
"30046",824,0,102,0,16.67,37,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,6,0,6.42,12,0,0,0,80,21,"M",521.7,,"1","0"
"30048",245,0,0,0,7.0,8,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.8,3,0,0,0,80,35,"F",9.5733,,"0","0"
"30050",279,0,0,0,7.7,13,0,0,0.0,0,0.0,0,0,0,0,0,0.95,1,0,0,5.8,10,0,0,0,80,69,"M",119.5165,,"0","0"
"30054",2294,0,0,0,56.16,62,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,13.18,13,0,0,0,70,67,"M",1017.35,1,"0","0"
"30055",112,0,564,0,3.72,82,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,77,0,0.0,0,0,0,0,80,21,"F",253.5,,"1","0"
"30059",383,0,0,0,5.27,9,0,1,0.0,0,0.6,1,0,0,0,0,0.0,0,0,0,3.6,4,0,0,0,80,71,"F",134.36,,"0","0"
"30060",193,0,0,0,3.58,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,31,"M",87.45,,"0","0"
"30061",67,0,969,0,2.1,62,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,57,0,0.0,0,0,0,0,,68,"M",29.4,,"0","0"
"30066",81,0,0,0,2.2,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.89,4,0,0,0,80,46,"F",44.3,1,"0","0"
"30068",229,0,30,0,4.5,11,1,2,0.0,0,1.6,2,0,0,0,0,0.0,0,8,0,2.75,1,0,0,0,,38,"M",149.6,,"0","0"
"30069",269,0,221,0,8.52,19,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,12,0,0.75,2,0,0,0,,34,"M",490.0666,,"0","0"
"30071",500,0,0,5,211.01,21,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,26,"M",354.25,1,"0","0"
"30074",810,0,0,0,39.6,12,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,11.95,4,0,0,0,80,36,"F",760.2061,1,"0","0"
"30075",400,931,51,0,6.91,123,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,105,0.12,2,0,0,0,80,22,"F",1083.4696,,"0","0"
"30079",63,0,0,0,0.25,7,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,38,"M",36.0,,"0","0"
"30080",123,0,0,0,3.0,4,0,1,0.0,0,0.8,1,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,78,"M",106.51,,"0","0"
"30084",51,0,17,0,0.96,4,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.42,2,0,0,0,80,22,"F",33.5,,"0","0"
"30087",76,0,0,0,4.25,2,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,23,"M",64.9911,1,"0","0"
"30089",104,0,0,0,2.94,5,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.44,2,0,0,0,80,54,"M",57.4083,,"0","0"
"30090",633,0,17,0,14.15,35,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,3.08,6,0,0,0,,22,"M",399.65,,"0","0"
"30097",1512,0,0,0,43.23,50,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,26.93,33,0,0,0,70,56,"M",1087.3374,1,"0","0"
"30098",292,0,0,0,6.16,19,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.66,2,0,0,0,80,29,"M",99.0,,"0","0"
"30103",271,0,0,0,8.16,16,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,2.96,10,0,0,0,80,68,"M",163.5815,1,"0","0"
"30104",1408,0,30,0,38.57,33,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,0.13,1,0,0,0,,32,"M",749.8,1,"0","0"
"30105",1029,0,34,0,27.91,31,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,5.12,10,0,0,0,,20,"M",802.25,1,"0","0"
"30106",399,0,0,0,8.94,17,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.18,1,0,0,0,80,63,"F",183.2108,1,"0","0"
"30113",261,0,68,0,4.85,18,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,4,0,3.56,8,0,0,0,80,35,"M",256.15,1,"0","0"
"30115",867,0,17,0,36.43,35,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,8.97,10,0,0,0,80,25,"M",365.5751,1,"0","0"
"30116",537,0,44,0,316.73,35,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,1.42,2,0,0,0,,37,"M",205.2,,"0","0"
"30119",870,0,0,0,11.88,12,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,3.58,4,0,0,0,80,49,"M",869.6248,1,"0","0"
"30125",380,0,0,0,10.43,24,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,4.5,11,0,0,0,80,64,"M",210.4332,1,"0","0"
"30128",371,0,0,0,10.89,13,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,5.86,4,0,0,0,80,27,"M",182.5866,,"0","0"
"30129",165,0,0,5,3.68,15,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.43,7,0,0,0,80,62,"F",102.205,,"0","0"
"30135",144,0,0,51,0.42,11,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.1,6,0,0,0,80,48,"M",36.0,,"0","0"
"30139",478,0,0,0,13.59,18,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,36,"M",287.46,,"0","0"
"30140",232,0,0,0,8.48,11,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,26,"M",231.6194,1,"0","0"
"30141",278,0,0,0,8.42,5,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.57,2,0,0,0,80,40,"M",258.5,1,"0","0"
"30143",1150,0,153,0,27.99,61,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,9,0,14.95,30,0,0,0,80,41,"M",775.4226,1,"0","0"
"30144",212,0,17,0,5.62,10,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.18,1,0,0,0,80,48,"M",51.975,,"0","0"
"30151",645,0,0,0,14.63,24,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,5.83,9,0,0,0,80,46,"M",423.5,,"0","0"
"30152",206,422,0,0,4.29,78,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,69,3.09,7,0,0,0,80,48,"M",95.7,,"1","0"
"30155",1154,0,0,0,27.84,37,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,25.4,31,0,0,0,80,31,"M",264.5782,,"0","0"
"30156",375,0,140,0,6.57,27,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,14,0,4.34,8,0,0,0,80,28,"F",378.04,,"0","0"
"30158",196,108,0,0,4.91,28,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,13,0.0,0,0,0,0,80,51,"M",196.644,,"0","0"
"30160",252,0,68,0,8.26,14,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,4,0,0.68,1,0,0,0,80,38,"M",137.6316,1,"0","0"
"30161",165,0,0,0,4.55,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,70,"M",109.45,,"0","0"
"30162",544,0,0,0,23.22,18,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,56,"M",226.6833,,"0","0"
"30164",250,0,136,0,4.32,17,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,8,0,3.83,7,0,0,0,80,43,"F",268.25,1,"0","0"
"30167",234,0,0,0,5.02,16,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,3.42,11,0,0,0,80,47,"F",167.5532,2,"0","0"
"30170",57,0,0,0,2.2,1,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,32,"F",56.68,1,"0","0"
"30171",274,0,0,0,7.34,13,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.85,3,0,0,0,80,70,"M",37.24,,"0","0"
"30175",93,0,17,0,1.87,3,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,80,23,"M",109.95,,"0","0"
"30176",249,0,100,0,8.57,25,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,16,0,1.08,1,0,0,0,,56,"F",241.0,,"0","0"
"30178",127,0,0,0,1.87,3,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.17,1,0,0,0,,40,"M",33.0,,"0","0"
"30179",941,68,2006,0,22.0,149,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,114,1,1.05,2,0,0,0,60,25,"M",1170.1,1,"0","0"
"30180",718,0,51,0,18.38,23,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,12.73,12,0,0,0,80,70,"F",368.5,,"0","0"
"30182",28,0,0,0,0.97,2,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,39,"M",28.42,,"0","0"
"30184",125,0,0,0,2.24,7,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.72,2,0,0,0,70,32,"M",67.65,,"0","0"
"30186",450,0,0,0,10.69,21,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.95,2,0,0,0,80,54,"M",153.2032,,"0","0"
"30187",1180,0,0,0,13.38,9,0,0,0.0,0,0.0,0,5,2,0,0,0.0,0,0,0,3.88,3,0,0,0,70,43,"M",51.42,,"0","0"
"30191",370,0,0,0,15.41,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,13.02,3,0,0,0,80,26,"M",81.9566,,"0","0"
"30193",1758,0,289,0,33.72,67,1,4,0.0,0,1.12,4,0,1,0,0,0.0,0,17,0,19.85,23,0,0,0,70,30,"M",366.943,,"0","0"
"30195",385,0,333,17,6.19,50,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,35,0,0.77,4,0,0,0,80,21,"F",120.0,,"0","0"
"30196",75,0,0,0,4.4,3,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,44,"M",74.7071,,"0","0"
"30198",370,0,67,0,25.18,15,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,4,0,0.13,1,0,0,0,,37,"M",437.4,1,"0","0"
"30200",135,0,17,0,2.98,11,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,80,42,"M",68.45,1,"0","0"
"30202",13,32,0,0,2.63,100,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,85,14,0.0,0,0,0,0,,49,"M",32.2283,,"1","0"
"30203",96,0,102,0,2.95,21,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,5,11,2.4,2,0,0,0,70,68,"F",63.25,,"1","0"
"30204",996,0,0,0,26.74,15,0,0,0.0,0,0.0,0,0,1,0,0,0.0,0,0,0,11.77,4,0,0,0,80,30,"M",403.7,,"0","0"
"30205",124,0,34,0,2.55,11,0,2,0.0,0,0.18,2,0,0,0,0,0.0,0,2,0,1.32,4,0,0,0,80,53,"F",36.3533,,"0","0"
"30206",47,0,16,0,2.18,39,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,36,0,0.0,0,0,0,0,,35,"M",62.5,,"1","0"
"30209",1415,0,90,0,74.36,17,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,10,0,0.0,0,0,0,0,,47,"M",1407.7,1,"0","0"
"30215",229,0,0,0,6.32,12,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,34,"M",89.18,,"0","0"
"30217",1052,0,17,0,28.21,37,0,0,1.72,1,1.72,1,0,0,0,0,0.0,0,1,0,3.55,4,0,0,0,80,54,"M",253.0833,,"0","0"
"30220",388,0,0,0,10.26,13,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,2.32,3,0,0,0,,35,"M",286.85,1,"0","0"
"30221",192,0,0,0,3.62,5,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.25,1,0,0,0,70,48,"M",14.7,,"0","0"
"30225",1202,0,0,0,22.2,21,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,9.62,8,0,0,0,70,35,"M",1101.73,2,"0","0"
"30226",269,0,0,0,5.7,14,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,43,"M",146.2,,"0","0"
"30227",83,0,102,0,0.7,10,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,6,0,0.07,1,0,0,0,,44,"M",85.0,1,"0","0"
"30228",83,338,51,0,4.82,184,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,162,1.08,3,0,0,0,,43,"M",360.574,,"0","1"
"30232",629,0,85,0,19.06,24,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,5,0,12.48,11,0,0,0,80,34,"F",441.1932,1,"0","0"
"30235",429,569,102,0,4.43,62,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,6,34,0.71,4,0,0,0,80,46,"M",866.3407,1,"0","0"
"30237",1341,0,0,0,38.85,52,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,7.29,12,0,0,0,70,54,"M",723.6299,1,"0","0"
"30241",146,0,17,0,4.27,11,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.38,1,0,0,0,80,36,"M",69.6216,,"0","0"
"30243",574,0,102,0,19.08,26,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,6,0,0.85,1,0,0,0,80,45,"M",307.325,,"0","0"
"30246",1393,0,48,0,38.38,42,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,7,0,4.8,6,0,0,0,,42,"M",463.2,,"0","0"
"30247",1263,96,0,0,123.41,76,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,35,12.62,12,0,0,0,,41,"F",155.654,1,"1","0"
"30253",96,0,34,0,3.64,74,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,71,0,0.0,0,0,0,0,,64,"M",84.0,,"0","0"
"30260",304,0,0,0,20.18,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.85,2,0,0,0,,32,"M",200.4,1,"1","0"
"30261",425,0,34,0,7.76,20,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,0.28,2,0,0,0,,47,"M",340.35,1,"0","0"
"30262",156,0,85,0,4.28,13,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,5,0,2.67,3,0,0,0,80,38,"M",92.35,,"0","0"
"30263",517,0,34,0,14.04,21,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,3,3.95,3,0,0,0,70,53,"M",199.79,,"0","0"
"30265",0,362,0,0,1.38,64,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,64,0.0,0,0,0,0,,22,"M",493.5279,,"1","1"
"30267",1542,0,51,0,38.21,30,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,1.05,1,0,0,0,70,23,"F",1232.4,2,"0","0"
"30271",1079,0,255,0,29.3,52,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,15,0,19.36,27,0,0,0,70,28,"M",416.8031,1,"0","0"
"30275",166,0,0,0,4.48,14,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.74,4,0,0,0,80,32,"F",113.07,1,"0","0"
"30278",141,0,0,0,363.47,8,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,4.27,2,0,0,0,80,77,"M",140.8,4,"0","0"
"30279",70,0,0,0,2.03,5,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.9,1,0,0,0,80,65,"F",69.55,1,"0","0"
"30280",50,0,17,0,0.47,4,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,80,42,"M",16.5,,"0","0"
"30281",351,0,10,0,68.78,19,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.86,2,0,0,0,,51,"M",157.5,,"0","0"
"30283",65,0,0,0,1.38,4,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.48,2,0,0,0,70,28,"M",13.7616,,"0","0"
"30285",513,0,374,0,93.1,37,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,21,1,1.6,2,0,0,0,70,24,"M",273.725,,"0","0"
"30297",467,0,0,0,5.3,15,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.3,7,0,0,0,80,68,"M",318.8983,,"0","0"
"30311",420,174,170,13,973.72,395,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,330,0,0.05,2,0,0,0,,26,"F",258.1,,"0","0"
"30313",1582,2480,50,0,84.91,443,0,0,0.0,0,0.0,0,0,0,0,0,0.12,1,5,376,16.66,18,0,0,1,,19,"M",1117.9248,3,"0","1"
"30316",234,0,0,0,5.97,9,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,66,"F",183.7,,"0","0"
"30322",422,107,153,0,13.16,25,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,9,3,0.73,2,0,0,0,80,24,"F",199.24,,"0","0"
"30330",168,0,0,0,6.28,10,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,67,"M",140.449,,"0","0"
"30332",297,0,0,0,7.21,10,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,33,"M",252.75,,"0","0"
"30340",4135,0,10,0,98.69,62,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,38.88,15,0,0,0,80,24,"M",134.2,,"0","0"
"30344",104,0,0,0,2.34,6,0,0,0.02,1,0.02,1,0,0,0,0,0.0,0,0,0,0.37,1,0,0,0,80,46,"F",35.2133,,"0","0"
"30345",50,0,85,84,0.44,8,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,5,0,0.0,0,0,0,0,,21,"F",117.5,,"0","0"
"30347",2125,0,0,0,49.22,114,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,30.64,62,0,0,0,70,55,"M",1217.0789,1,"0","0"
"30348",750,0,136,0,20.65,37,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,7,0,10.61,19,0,0,0,70,76,"M",569.9447,,"0","0"
"30351",1024,0,0,0,19.18,18,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,3.88,5,0,0,0,70,35,"M",535.25,1,"0","0"
"30354",12,185,0,0,4.1,222,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,217,0.0,0,0,0,0,,37,"F",288.5712,1,"1","0"
"30357",46,0,0,0,1.38,1,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,50,"F",45.65,,"1","0"
